scan,hour,rank,code,name,pattern,score,signal_bar,lag_minutes,volume_ratio,above60,status,hit_1d,hit_3d,hit_5d,return_1d,return_3d,return_5d,hit,entry_price,target_price,hit_bar,sessions_to_hit,return_pct
2026-08-03 09:00:00+09:00,9,1,330350,위더스제약,rebound,74.52899038301437,2026-07-31 14:00:00+09:00,0,1.260232885286334,True,NO_FILL,,,,,,,,,,,,
2026-08-03 09:00:00+09:00,9,2,437730,삼현,rebound,72.99060122771459,2026-07-31 14:00:00+09:00,0,2.6184900305657615,True,NO_FILL,,,,,,,,,,,,
2026-08-03 09:00:00+09:00,9,3,263860,지니언스,rebound,72.26057026988586,2026-07-31 14:00:00+09:00,0,1.089340938031696,True,NO_FILL,,,,,,,,,,,,
2026-08-03 09:00:00+09:00,9,4,441270,파인엠텍,rebound,68.60488461213126,2026-07-31 14:00:00+09:00,0,1.4201060954876568,True,NO_FILL,,,,,,,,,,,,
2026-08-03 09:00:00+09:00,9,5,0015N0,아로마티카,rebound,64.04479882689458,2026-07-31 14:00:00+09:00,0,1.107281537192599,True,NO_FILL,,,,,,,,,,,,
2026-08-03 10:00:00+09:00,10,1,330350,위더스제약,rebound,72.43130238690108,2026-08-03 09:00:00+09:00,0,1.135079403336814,True,TARGET,False,True,True,0.7633587786259444,5.0,5.0,True,6550.0,6877.5,2026-08-05 09:00:00+09:00,3.0,5.0
2026-08-03 10:00:00+09:00,10,2,042510,라온시큐어,base_breakout,70.79743655386237,2026-08-03 09:00:00+09:00,0,1.5406017074300296,True,TARGET,False,True,True,-0.12787723785165905,5.0,5.0,True,7820.0,8211.0,2026-08-04 09:00:00+09:00,2.0,5.0
2026-08-03 10:00:00+09:00,10,3,064550,바이오니아,base_breakout,68.5346420477214,2026-08-03 09:00:00+09:00,0,1.034305196882339,True,TARGET,False,True,True,0.6033182503770718,5.0,5.0,True,6630.0,6961.5,2026-08-05 09:00:00+09:00,3.0,5.0
2026-08-03 10:00:00+09:00,10,4,030530,원익홀딩스,rebound,67.58326792948137,2026-08-03 09:00:00+09:00,0,1.34635978217443,True,TARGET,True,True,True,5.0,5.0,5.0,True,18490.0,19414.5,2026-08-03 10:00:00+09:00,1.0,5.0
2026-08-03 10:00:00+09:00,10,5,032940,원익,rebound,67.26651618003982,2026-08-03 09:00:00+09:00,0,1.1468315564547942,True,TARGET,True,True,True,5.0,5.0,5.0,True,5770.0,6058.5,2026-08-03 10:00:00+09:00,1.0,5.0
